filename,battery_id,Capacity,T_mean,R0,R1,C1,R2,C2
00053.csv,B0047,1.33942344059329,8.33176760768225,2.33107730933271e-14,0.999863721037309,9149.64153421264,0.999870082133952,9197.39101630132
00055.csv,B0047,1.28491571425607,8.19959499430251,0.000957774658328674,0.999999530720173,9054.19929906931,0.999999489405807,9089.8261144178
00057.csv,B0047,1.28171915932781,8.24727956535283,2.33732342195371e-14,0.999999946566306,8927.17835079198,0.999993528227674,8907.14580854157
00061.csv,B0047,1.26000516429428,8.31140694020605,1.36469549021022e-08,0.999998478640161,8967.00173565964,0.999999693640019,8950.83114213922
00063.csv,B0047,1.26607038599313,8.32022504070087,1.11814564363262e-11,0.999999999999962,8799.99883422721,0.999999999998838,8774.10816025611
00065.csv,B0047,1.24135902942808,8.25353134278677,0.000432640070071973,0.999999998343287,8460.03248344495,0.999999973263377,8493.66287692981
00067.csv,B0047,1.22988737034853,8.16734739629127,5.02816911810564e-08,0.999999999927123,8671.97671198234,0.999999999999809,8598.57991003475
00069.csv,B0047,1.2280886145067,8.36130938511127,4.70373573051765e-09,0.999999989089844,8522.52472935684,0.999993811607009,8556.83180388587
00073.csv,B0047,1.213985718907,8.26335198594329,3.534776177627e-14,0.999999999999958,8375.39099818675,0.999999999999958,8378.00340354276
00075.csv,B0047,1.21734350645642,8.27216933055615,2.94476764588983e-14,0.999999999995154,8268.40398194123,0.999999999996372,8227.11984562488
00077.csv,B0047,1.20734459445159,8.35619292017085,1.6624551015121e-07,0.999999999243129,8123.7611591454,0.999999983947145,8092.1262960562
00079.csv,B0047,1.18804049227045,8.31747120537297,0.000557833703728974,0.999999999484484,7999.82840630637,0.999999999987255,7999.76125748504
00081.csv,B0047,1.18630474988654,8.30642021123732,5.00881495156991e-08,0.999999999276896,8041.50108565018,0.999999989932931,7962.78189154654
00085.csv,B0047,1.26139354710285,8.32081413086309,2.33731163078984e-14,0.999998659881354,9873.73838849009,0.999999957482362,9709.39293593402
00089.csv,B0047,1.26482461588507,8.34326900095811,5.64692608059627e-08,0.999999609992063,8919.97378568163,0.999991217464388,8873.99023860239
00091.csv,B0047,1.24664945489822,8.23123862593879,0.0113773141091095,0.999985812384314,8733.33634826228,0.999776776672565,8797.42045044932
00093.csv,B0047,1.23339241527951,8.30668081246378,1.58722210672362e-08,0.999999995573938,8479.63204382223,0.999999998315284,8425.40605277331
00095.csv,B0047,1.21292500720377,8.24444629777633,0.000242770075019062,0.999999999999607,8382.93296992728,0.999999996425824,8367.99496476687
00097.csv,B0047,1.19991065979436,8.35065520239842,0.00320460134725976,0.999995136644714,8251.78888178711,0.999999788783271,8293.05730117116
00101.csv,B0047,1.19025590383934,8.35947976145936,8.64923776809867e-09,0.99999999999154,8367.77271174427,0.999999999999735,8362.08362364174
00103.csv,B0047,1.18925637954559,8.33821928623171,7.67078561216525e-08,0.999999981773846,7981.7032980567,0.999999999963843,7997.0581456892
00105.csv,B0047,1.16706968512594,8.25612924208404,1.60233127939933e-08,0.999862420744819,8002.10920554536,0.999994940426214,7944.13343195116
00107.csv,B0047,1.16153484030904,8.38052275337972,6.17327063509359e-10,0.99999999999997,8014.67624212324,0.999999999998788,7997.56307216057
00109.csv,B0047,1.155556384435,8.34925226535731,2.3373116307898e-14,0.999961164206448,7926.96859240143,0.999970780579637,7696.93267213322
00113.csv,B0047,1.14885246660977,8.31429516544132,0.00234701205105474,0.99999999389276,7879.33058489014,0.999999999987225,7926.90361129531
00115.csv,B0047,1.14357298678878,8.31776085922792,2.93175743320145e-11,0.999999999985619,7966.91372443881,0.999999999999958,7996.1990850041
00117.csv,B0047,1.14180153794285,8.30249907494379,2.34353995746629e-14,0.999999999886476,7586.83137211668,0.999999999885863,7568.05728862934
00119.csv,B0047,1.13605864750225,8.33188916060804,2.35074960309302e-08,0.999999926414536,7523.89105494615,0.999999909649499,7612.58727022498
00121.csv,B0047,1.12363646809693,8.37271492585209,8.9821442525281e-08,0.999999999992405,7727.31682868107,0.999999999838483,7725.18827284477
00125.csv,B0047,1.13204989003289,8.38340984070294,2.34040720970438e-14,0.999971802342096,7650.72842329492,0.999974244743102,7502.92113786266
00127.csv,B0047,1.11701017621582,8.38655041409579,0.00702853574235597,0.999999999951624,7531.95712039791,0.999999999989212,7532.86156237298
00129.csv,B0047,1.12004303972198,8.24779851844136,0.00652732692366959,0.999999999982881,7407.52715428011,0.999999999635082,7364.22296120449
00131.csv,B0047,1.10597734459171,8.42142166165073,2.33731163232697e-14,0.999999294415895,7646.762299452,0.99999997102616,7595.35522487151
00133.csv,B0047,0,7.99357953048833,0.0379946782647863,0.694664300347016,6751.78708176554,0.999944260259704,9890.98750895093
00137.csv,B0047,1.1907902374762,8.37090188510261,2.5114331801618e-11,0.99992390561619,8911.05410770534,0.999996512711004,8881.13711265028
00141.csv,B0047,1.2012387088454,8.33335783828571,2.7284891607563e-14,0.999999999997215,8270.7909083076,0.999999999792018,8345.47027355903
00143.csv,B0047,1.19069095490248,8.39626714651308,0.00519829318933506,0.999985333125377,8187.74281329863,0.999989567815512,8169.01301872567
00145.csv,B0047,1.17643757303083,8.51902852466939,0.00983218908064645,0.99998099172557,8140.21178700673,0.999999534510062,8086.10972866797
00147.csv,B0047,1.16281103727924,8.7928578655708,0.00545987124811981,0.999991302904024,8116.99126656397,0.999999738037326,8062.36440093449
00149.csv,B0047,1.15161528405826,8.86889049295169,0.00184257031727786,0.999999999999931,8039.89314233557,0.99999999999996,7949.998952247
00153.csv,B0047,1.15836734983486,8.80711115191178,4.19798720862559e-09,0.999996389642521,8444.33174045096,0.999963006498559,8277.12611452807
00157.csv,B0047,1.16922852883862,8.82973652093183,7.68237911721526e-14,0.999999999992342,8010.79425680601,0.999999999987981,8074.71383410617
00159.csv,B0047,1.15881484762185,8.82141216435201,0.00313805867154906,0.999940110275276,7893.29269674302,0.999930176362889,7887.2813655411
00161.csv,B0047,1.14395881477055,8.81486705843593,0.00522975766501759,0.999977516039891,7997.26339073376,0.999917019464783,7965.89963722021
00163.csv,B0047,1.13839410681594,8.81104583842824,0.00687566825982336,0.999989104390898,7755.86690982396,0.999786726688426,7796.38303500882
00165.csv,B0047,0,7.70479644039668,0.0340389817301539,0.79509582403394,7030.88925739965,0.216580767792399,3716.08100171758
00169.csv,B0047,1.22131028503957,8.90835298806039,1.59037664813184e-09,0.99999999999996,8554.47980430957,0.99999999999996,8578.11085698344
00173.csv,B0047,1.20310629788891,8.77849263806153,0.00303472749170551,0.999990655233817,8536.68094362963,0.999868453660634,8478.77084883179
00175.csv,B0047,1.18971471121977,8.79240883585001,0.00266127970654826,0.999999999999959,8324.20975729538,0.999999999999959,8379.37680593023
00177.csv,B0047,1.17742256884201,8.76291655390473,3.37903325448131e-05,0.99999999999988,8126.77212551693,0.999999999999977,8140.33812285274
00179.csv,B0047,1.15844302729382,8.82692631048083,0.0101879424898472,0.999999970500161,8118.60523881888,0.999999996231171,8142.57864436075
00181.csv,B0047,1.15670875168418,8.84201669047936,5.93117289980373e-05,0.999999999999423,7933.04168257418,0.999999999998711,7966.28914370312
00185.csv,B0045,1.08197938807795,10.0133064543752,0.151421988129352,0.293215146272473,5225.39363161858,0.267857319851502,5743.88017136288
00189.csv,B0045,0.927952404748273,9.95326613264458,0.181584018096106,0.344500231845081,4881.97100279348,0.290664870839237,5727.14815439533
00191.csv,B0045,0.885193608411576,9.63441222421242,0.181815647328737,0.345654970854365,4193.95456345825,0.273093161950831,5333.58265212533
00193.csv,B0045,0.858101069947828,9.65318766639371,0.16551360823519,0.381849323682015,3292.30214787284,0.231734446510904,5422.84410995462
00195.csv,B0045,0.840935221345669,9.69420755488,0.162734914235698,0.383083346062048,3040.75514591087,0.220931810056895,5285.18634463694
00197.csv,B0045,0.824547194290191,9.66656374656132,0.162390884085157,0.38780484546878,2771.36983910228,0.21465349251727,5063.26424721938
00201.csv,B0045,0.793596041880398,9.81737715567618,0.153417067198441,0.329571308593464,2680.35165685005,0.173627387325464,5107.26390257038
00205.csv,B0045,0.818367608715921,9.917328883345,0.159771919690336,0.373742507622307,2770.14417586769,0.206061729105715,5036.46755780054
00207.csv,B0045,0.797764427640941,9.88922776517431,0.165572421301105,0.38314858439001,2709.21686111541,0.205072298146746,5115.59324702377
00209.csv,B0045,0.799377741183164,9.77806580858925,0.159027606894189,0.3943587831197,2495.61030458769,0.200204766968375,4940.05034319682
00211.csv,B0045,0.778310744062889,9.88484312557443,0.158773967271759,0.382554858211894,2468.04159891053,0.18676539793695,5016.4748922601
00213.csv,B0045,0.780373823123912,9.84739281248749,0.160533700378912,0.39713787960463,2381.25684287799,0.189900301307361,4988.54329471685
00217.csv,B0045,0.771305824564029,9.90120460893855,0.152146166218804,0.317466225189331,2533.72465963995,0.153256920464092,5264.79314913974
00221.csv,B0045,0.795279016979026,9.8723586894464,0.174699753417805,0.370220125565888,2775.98967160679,0.191522256108641,5377.57885108762
00223.csv,B0045,0.782412816991925,9.83596104402517,0.16306339477161,0.388188938355928,2529.64886167272,0.198668022133603,4946.29182523669
00225.csv,B0045,0.764941499223118,9.76881894444435,0.175853028139631,0.386192961550421,2571.53279386426,0.188488973766753,5238.57884673647
00227.csv,B0045,0.754489942677937,9.78161594223241,0.1711031403606,0.386891444978779,2425.91284341191,0.185078550658684,5073.7634236205
00229.csv,B0045,0.750404897831429,9.82895917481509,0.158889957595982,0.39547756812285,2254.91885129172,0.186316755579102,4811.06917638422
00233.csv,B0045,0.740725810962026,9.69268772298774,0.150057520080634,0.406288529168396,1997.5046698667,0.167546285811865,4856.54308191022
00235.csv,B0045,0,8.83189232738977,0.0501486241568517,0.454265157154302,3465.72190118695,0.998516390632755,5590.58601567352
00237.csv,B0045,0.730852559379363,9.70225280539331,0.165296820943637,0.400383479040193,2024.66836293219,0.170763447431008,4756.19006985424
00239.csv,B0045,0.72872558511779,9.7794120473554,0.175002069105888,0.39572934963136,2202.54398743512,0.181643896604874,4835.45661865006
00241.csv,B0045,0.716102337703626,9.81566733501077,0.16506112905262,0.408651123533649,2080.9490786707,0.18002390609314,4722.00923820863
00245.csv,B0045,0.712920483498802,9.81710051513126,0.150358324569776,0.421116149801359,1846.95324286984,0.156176576784019,5028.29969903259
00247.csv,B0045,0.714199182949962,9.81454405347032,0.15603425491837,0.406143996825091,1991.91808278051,0.176628756127058,4593.38226593734
00249.csv,B0045,0.719057081984422,9.65145055806572,0.173769628199604,0.397114960379332,2099.83365295665,0.168767342997805,4926.31950970914
00251.csv,B0045,0.717397542877592,9.58564220369655,0.154036190152266,0.399828948572157,1894.43012327541,0.158203586090117,4797.54903564214
00253.csv,B0045,0.707102749646395,9.84652016869803,0.150852726455983,0.398536747394828,1908.75831834449,0.176133924402135,4395.70518914078
00257.csv,B0045,0.703531206505542,9.66717149384978,0.167724480331301,0.402901957719238,1904.64761432603,0.154158535210821,4986.96831951372
00259.csv,B0045,0.694110827895886,9.80670420116995,0.180154205076472,0.401500646051141,2101.01265226598,0.167127652677585,5037.05368246325
00261.csv,B0045,0.691411438886961,9.88669288933453,0.159205319109373,0.427920192502038,1856.17867548271,0.17015194822987,4708.79123168008
00263.csv,B0045,0.69715517985055,9.82389355769993,0.163869107109084,0.420674161495609,1892.30247396102,0.17104818902647,4651.95150527194
00265.csv,B0045,0.683246021743272,9.88071444748132,0.155140492282934,0.422039266727144,1829.65816656082,0.171123812791341,4549.34828143685
00269.csv,B0045,0.682202931749329,9.91314644459848,0.154905837622395,0.378600064814365,1674.18233924347,0.0987783299325037,6384.00109419523
00273.csv,B0045,0.728952921321338,9.85541255360836,0.17185739437214,0.393054679582695,2077.2243096417,0.170305970119048,4856.48610918913
00275.csv,B0045,0.7139321758287,9.89369497457844,0.171663707018064,0.45375113841648,1928.66638081439,0.167870153118219,5228.62951244357
00277.csv,B0045,0.695773174745548,9.87242615294278,0.166537027630542,0.424834222304894,1924.90927308516,0.167867787417296,4880.10033450679
00279.csv,B0045,0.701831296231709,9.64606380477576,0.17816827928704,0.40624052516789,1992.36013989315,0.16161892762273,5020.60362790762
00281.csv,B0045,0.691180824437849,9.9289518370907,0.168527417537101,0.441605022114713,1859.43666836746,0.170000862355519,4855.17610455312
00285.csv,B0045,0.684327975285503,9.7853824199095,0.155449681630913,0.395397474163325,1774.47322124276,0.155750609608976,4523.75850161414
00287.csv,B0045,0.674139490881248,9.91783114432557,0.169315147386126,0.447346868497206,1800.57347576057,0.162279117592932,4987.18925323676
00289.csv,B0045,0.667007017430174,9.68190709656584,0.154320022911772,0.416792313880198,1648.71248978977,0.138886721005857,4948.16363675276
00291.csv,B0045,0.680408511737486,9.82109707807621,0.160019439040331,0.408620589820455,1813.22106257766,0.171026535223593,4341.16421939444
00293.csv,B0045,0.661786406323548,9.92749479547788,0.159552930306152,0.426368155585657,1740.07970416867,0.163211677381519,4539.39994131571
00297.csv,B0045,0.662316873349234,10.0062173024096,0.174586427518945,0.430056757718554,1748.62975543333,0.15574223623116,4835.84621322743
00299.csv,B0045,0.667935835718178,9.8697916003218,0.167506477150378,0.411619266660736,1790.18254038988,0.155879604287084,4768.32890321112
00301.csv,B0045,0.648899088527069,9.97101928503804,0.172135208353021,0.454012288053607,1680.54659468921,0.152369650285455,5014.73823943504
00303.csv,B0045,0.650363912962553,9.89587521520911,0.166931222617297,0.456569146998471,1653.04729012129,0.152534204545733,4954.1439770773
00305.csv,B0045,0.65720776902028,9.90669571448512,0.166037341487708,0.419788740479712,1789.97689441577,0.170176951901632,4432.5541350127
00309.csv,B0045,0.636351745847622,10.0632419374697,0.166146444170348,0.437766308738715,1635.64469014926,0.16231157080709,4450.46731636925
00311.csv,B0045,0.653644936094859,10.0099391624361,0.172925098705457,0.451136744306299,1689.53790628127,0.160214007309547,4776.0711065119
00313.csv,B0045,0.639142827215089,9.97119382839116,0.188959311108226,0.457452315527222,1733.86108233194,0.164648642987866,4832.15330354757
00315.csv,B0045,0.648220604949624,9.97843128866921,0.159608799276022,0.428371176860986,1646.88564993087,0.158134078617869,4472.76262322155
00317.csv,B0045,0.628795747192273,10.5266834244958,0.252362372527242,0.525342891655096,4037.45189200568,0.383815261865043,5565.86549077379
00321.csv,B0045,0.63805718501934,9.86502721795653,0.167003609790466,0.340749708620204,1627.82699126752,0.118446238068575,4690.94189291199
00325.csv,B0045,0.655482504783291,10.1191682513518,0.183581790071969,0.433144695587598,1799.17442362035,0.158676718388383,4916.62638608831
00327.csv,B0045,0.648493483539703,10.11029593797,0.182154783070372,0.462138118212379,1732.00264569308,0.163571644900904,4900.42099011291
00329.csv,B0045,0.645407168784492,10.0395781504082,0.184056733921796,0.46046197167095,1709.97988820021,0.165563194080052,4857.75138007396
00331.csv,B0045,0.642700803184564,10.0240122251051,0.169535574776897,0.460213387647005,1629.31070249501,0.160994759944499,4676.57305522367
00333.csv,B0045,0.635245488080248,10.1892646429501,0.174906968497696,0.4712579220483,1633.98532989652,0.156632930808162,4920.84217855047
00337.csv,B0045,0.615676001958787,9.97847279215607,0.183701013123604,0.425812464680641,1399.99312101429,0.0823678903112622,7198.46565879278
00341.csv,B0045,0.617083368280702,9.93050404963541,0.165887504503948,0.43677843716777,1438.31163269665,0.127415724926233,4958.33484444461
00343.csv,B0045,0.643422739085867,10.0136113309344,0.151389437322413,0.448908766763299,1525.03206585449,0.179819794776681,3742.85202693423
00345.csv,B0045,0.627812443374275,10.1557703561992,0.182189817790254,0.469211971108126,1617.26775612885,0.156488170514008,4895.17177568044
00347.csv,B0045,0.629007831525337,9.98539973239315,0.173839565238015,0.472250997410791,1497.45265706227,0.145798802959555,4874.52365906952
00349.csv,B0045,0,8.85225844993554,0.0512728729634626,0.573347298949855,2558.88930952111,0.993082454335264,5190.63051299196
00353.csv,B0045,0.626635556829226,9.86430605547726,0.154040314773586,0.378556435550299,1433.22084510473,0.154046233712929,3527.09844990359
00357.csv,B0045,0.649581351671659,9.99805859015622,0.185695921638266,0.438122783376624,1627.82968801574,0.152318176989188,4732.11342085394
00359.csv,B0045,0.633748517796631,10.0332760545223,0.183509048254391,0.440549486087703,1684.42167607074,0.172599439642679,4312.21910943977
00361.csv,B0045,0.629855092908564,9.92357305937035,0.180848561453687,0.436994921261194,1613.8558745718,0.163875233167358,4383.78459291488
00363.csv,B0045,0.618306377838674,10.0102351648306,0.179634967657711,0.472009994201266,1505.44054131948,0.15552887143287,4665.80150007519
00365.csv,B0045,0.606947616850778,10.0610758837481,0.179534553069751,0.450625070008914,1552.83323737216,0.166012188102536,4248.83733253646
00369.csv,B0048,1.65799557936776,7.84095020752153,1.03379338922216e-08,0.999993901378216,13012.1685277198,0.999995784171941,13156.9282970046
00373.csv,B0048,1.50769334760988,7.84065972922125,0.0272551599496246,0.999999426912041,13340.0544465844,0.999999987414315,13364.8739359154
00375.csv,B0048,1.4989223343608,7.56244387382111,0.0228613488215325,0.998196311467003,12886.9355576222,0.998690370911315,12917.7806126938
00377.csv,B0048,1.47829195024978,7.65018214335971,0.0217275131633229,0.999999999922657,12586.2494933433,0.999999999941205,12893.3245228707
00379.csv,B0048,1.46185689139061,7.72464957530363,0.0241817158424493,0.995537291411706,12609.2029632381,0.997079532049604,12528.296819282
00381.csv,B0048,1.45095927064735,7.6694775670591,0.0289363435673398,0.999999997106043,12374.3124073098,0.99999997029131,12401.787466376
00385.csv,B0048,1.45174699714711,7.75927925218335,0.00724388002930381,0.999999989372677,12500.6901330256,0.999999854472343,12579.4384620262
00389.csv,B0048,1.44439286628748,7.80131945314267,0.0198067798946442,0.999455325354343,12227.7089373196,0.999657164322829,12019.6724761382
00391.csv,B0048,1.43273832396538,7.80021445097809,0.015606025693598,0.999045463034226,11684.6531495891,0.999465824698898,11844.6812095365
00393.csv,B0048,1.41724120143866,7.78116562235206,0.0247191501438476,0.998480450775955,11540.6538428154,0.999181256526334,11576.9843995216
00395.csv,B0048,1.40575599445735,7.90081982496019,0.012215728850134,0.999234515376757,11342.2217628247,0.999569539129007,11417.184577553
00397.csv,B0048,1.39027062698971,7.84334239908185,0.0198208129388933,0.999732195035323,11061.3090283556,0.999813926035559,11179.7107800866
00401.csv,B0048,1.41966593078803,7.86062345841679,0.000677761530975961,0.999997555196621,12617.5829338199,0.999998372337952,12490.429101437
00405.csv,B0048,1.41905639852323,7.81449830383786,0.00986791778390313,0.996684902887993,11797.1597005302,0.997836562540767,11753.9978332139
00407.csv,B0048,1.40427235670406,7.87041213055805,0.0130242005138887,0.999265598670846,11473.1432365398,0.99958606192175,11435.9442638162
00409.csv,B0048,1.39161404909583,7.8290485127534,0.0119910027980123,0.999999999579104,11159.7899366436,0.999999995440788,11151.3938322592
00411.csv,B0048,1.37496183502947,7.89119987051591,0.00960657338657207,0.999999999999969,10874.3378289689,0.999999999999973,10897.5345433958
00413.csv,B0048,1.35451557130712,7.88947277767484,0.00962770390096094,0.99999991665872,10716.1627983027,0.999999062687883,10678.2759050426
00417.csv,B0048,1.3440223073316,7.80748127632552,0.0122785543046393,0.999999999999954,10561.1282522492,0.999999999999241,10563.3073931414
00419.csv,B0048,0,7.20946035916596,0.0170448697979947,0.239534066816268,6227.96420591871,0.26522772604463,6044.45437265546
00421.csv,B0048,1.37238447586057,7.95740265443326,2.41065211047931e-14,0.999992601384837,9964.7749189414,0.999904572803552,9952.92817854369
00423.csv,B0048,1.31841057526744,7.83680277159304,0.0134746511556699,0.999999955884101,10193.6607682215,0.999999957701834,10143.4014674868
00425.csv,B0048,1.31127275995786,7.90574379799803,0.00972887383872947,0.999894854118057,10038.0699302438,0.999820005235862,9916.13332896713
00429.csv,B0048,1.29701724190012,7.92038189325333,0.00572861809059078,0.99999993689685,9935.71941756781,0.999999944159302,9983.84806227763
00431.csv,B0048,1.29952195266317,7.97676044665965,0.00635531644537268,0.999999999777534,9805.54592399715,0.999999999697537,9825.1172037079
00433.csv,B0048,1.28261540667296,7.86036271283222,0.0147521039473786,0.999999351708477,9611.16528412784,0.999991003853604,9648.41257560496
00435.csv,B0048,1.2752890152407,7.80262922045506,0.00168718308700475,0.999991832539512,9649.80980771867,0.99998356582484,9696.31300530516
00437.csv,B0048,1.27355724732641,7.96742969171455,8.51867974975031e-10,0.999999957734465,9548.09658837933,0.999999976538423,9483.40506621251
00441.csv,B0048,1.25941143339385,7.85009889393002,0.00994255818994036,0.99999909078726,9463.99050101578,0.999998952823326,9542.747694467
00443.csv,B0048,1.26316325854959,7.92128254699065,0.00140985447955551,0.99999999993018,9234.69518870512,0.999999998649576,9254.39225649071
00445.csv,B0048,1.24917173101364,7.99247347260346,0.00717659520587775,0.999968811268876,9232.69111315871,0.999973764583276,9196.58352228353
00447.csv,B0048,1.23398434783531,7.9209950320249,0.0176746073198867,0.999588395006528,9297.91816922423,0.999676371196185,9321.56781392253
00449.csv,B0048,1.24003199202887,7.94047230385084,0.000416430650792592,0.999999999996855,9027.32604538612,0.99999999913635,9017.75529678454
00453.csv,B0048,1.30370857198071,7.94577889807633,5.32319303378813e-11,0.999999999999973,10800.1222009914,0.999999999999973,10805.8909363174
00457.csv,B0048,1.31505596347054,7.93890511333634,0.0121315286065342,0.999405544996139,10226.9731543022,0.999550754165349,10146.1555931806
00459.csv,B0048,1.28887383009821,7.83926715831981,0.0276655948319152,0.997386145836382,10153.9492692066,0.997789632426542,10129.2430774962
00461.csv,B0048,1.28771375958852,7.91190945404557,0.0140082726000812,0.999688244317011,9791.19221362273,0.999720058950254,9818.2502693514
00463.csv,B0048,1.26733799853155,7.80936110728265,0.0157536663242198,0.999985429295707,9831.72871375225,0.999999341720651,9794.09607577627
00465.csv,B0048,1.25059434569731,7.91195308354924,0.0226435311989527,0.999657137632996,9774.30790127824,0.999741848992901,9782.74807609837
00469.csv,B0048,1.24871311793959,7.91858801119859,0.000234614755928393,0.999999999987643,9488.50990519508,0.999999999999874,9615.88354220018
00471.csv,B0048,1.24800232608293,7.8953414527171,0.0158117427970226,0.99999187844195,9348.04435230093,0.999998448837994,9386.40712542939
00473.csv,B0048,1.23008952445996,7.83532846129326,0.0080456727188802,0.999946269647567,9256.2415195793,0.999953527989895,9227.45968989794
00475.csv,B0048,1.22441971215009,7.884950160464,0.0038626951745191,0.999927811475038,9222.78157325934,0.998118860669344,9245.71458041999
00477.csv,B0048,1.21866828451164,7.88376837750286,0.00652627574660993,0.999814536374404,9072.57463154637,0.999992735842475,9054.29331156061
00481.csv,B0048,1.20378652360336,7.89200054771356,0.0216447659393442,0.999999930132369,9455.33218208793,0.999998152202323,9418.71274780675
00483.csv,B0048,1.19476423008322,7.87916219368996,0.00557806443674145,0.999917039227746,9221.10561163131,0.999910675235574,9319.27129334469
00485.csv,B0048,1.20520918938715,7.8683640097551,0.0169008381655334,0.999999987894174,8985.96393579685,0.999999807302513,8971.62708157207
00487.csv,B0048,1.19557465936285,7.88781814197677,0.0104553406017999,0.999911531854407,8901.71842095106,0.99999719242459,8767.87457217678
00489.csv,B0048,1.18884971021499,7.92124037587579,0.00561676879027274,0.9999899603965,8952.27942439956,0.99999077336194,8925.2864108991
00493.csv,B0048,1.19156052508074,7.93324367560863,0.0121351582990131,0.999998589067884,8927.47040705061,0.999981052219316,8878.59406072661
00495.csv,B0048,1.17265871531097,7.90375074198153,0.0269840719256844,0.999299632433167,8973.26166317439,0.999561080983062,9118.10469381152
00497.csv,B0048,1.18411338724942,7.77219296835861,0.0293763353232194,0.999999932595023,8965.83175786392,0.999999153841821,8898.65358376579
00499.csv,B0048,1.15768251223178,7.94959961752986,0.0120397157001421,0.999999999000248,9008.54183721281,0.999999986455266,9012.26604705564
00501.csv,B0048,0,7.62988437880006,0.0319860990856377,0.932097509247196,12104.0417539204,0.486251025220511,5933.53463417339
00505.csv,B0048,1.2593558511686,7.86187928735611,8.73926089781694e-09,0.99998725586296,10377.510427283,0.999996168421709,9992.95502092954
00509.csv,B0048,1.26588337527803,7.84595701653318,0.0144310354466401,0.997472683302859,9800.62838290112,0.997877322427841,9746.71244058973
00511.csv,B0048,1.24725986731841,7.893882028375,0.0263014522355669,0.999999999995417,9774.29068463895,0.999999998701803,9775.86974468852
00513.csv,B0048,1.23280874725622,7.97057590799525,0.0301945880172461,0.99999934464536,9657.22290121811,0.999989939931213,9751.07871781485
00515.csv,B0048,1.23195927830419,8.12903404834901,0.0253441461149929,0.999999987706054,9627.44791052525,0.999999999640888,9636.62917029412
00517.csv,B0048,1.22078578626278,8.18750164112387,0.0210754378355746,0.999999676152574,9542.12091137455,0.9999950419761,9564.8408615939
00521.csv,B0048,1.22754413032668,8.12701442318,0.0168401339091236,0.999801721630391,9944.38649278536,0.999826839154226,9939.23557588433
00525.csv,B0048,1.23867884142904,8.15119111616691,0.0206271136873671,0.995831544801589,9590.54906595172,0.996841876565317,9662.39404908712
00527.csv,B0048,1.22835777554071,8.15408158575908,0.0252784826345259,0.999999999999941,9504.52168739925,0.999999999983628,9497.28264864441
00529.csv,B0048,1.20954815075705,8.15939984078243,0.0249986558146318,0.998390661013948,9496.08161171652,0.999939897457501,9649.64398311931
